shr_energy_y_v,shr_theta_v,plot_weight,nu_e,backtracked_e,nu_pdg,true_fid_vol,nelec,nueccinc,leeweight
1548.5616,0.23760493,0.006478460267981893,1.8966856,1.7750536,12,True,1,True,0.0
419.2984,0.5079032,0.00854207118733678,0.57586974,0.45199114,12,True,1,True,0.476307
490.8228,0.9377708,0.006353519831385245,1.3556101,0.7864204,12,True,1,True,0.0
804.9557,0.37849754,0.007894455447228776,1.3556101,1.2568744,12,True,1,True,0.0
281.3135,1.267454,0.0052766587587571336,0.9848011,0.31565276,12,True,1,True,0.0
874.90186,0.747733,0.0057930154886467735,1.2562362,0.8172569,12,True,1,True,0.0
557.15784,1.2175962,0.0052766587587571336,1.8099921,0.5310492,12,True,1,True,0.0
1081.4174,0.5030594,0.004787142285428151,2.293638,1.1730127,12,True,1,True,0.0
2430.6123,0.19761027,0.006823131697009024,2.3852272,2.2918746,12,True,1,True,0.0
1451.9087,0.40146485,0.00624014279338372,1.4955863,1.2380027,12,True,1,True,0.0
1560.2023,0.15424499,0.0043075266930156265,2.631769,1.2359987,12,True,1,True,0.0
2091.9873,0.32141244,0.005296564939029191,2.631769,2.2824118,12,True,1,True,0.0
446.05652,1.2903115,0.007076130655761588,0.9312067,0.5064053,12,True,1,True,0.0
867.23395,0.27671888,0.005628296658950069,0.9312067,0.8346499,12,True,1,True,0.0
464.10507,0.4025862,0.0052766587587571336,0.9696024,0.615839,12,True,1,True,0.0
1830.5658,0.32204646,0.0052766587587571336,2.6271095,1.8938676,12,True,1,True,0.0
627.7543,0.48362842,0.0052766587587571336,0.96479654,0.5643036,12,True,1,True,0.0
413.0176,0.80331236,0.006865735678233396,1.512605,0.9414337,12,True,1,True,0.0
805.1299,0.53061575,0.006234519923338471,1.048806,0.9011959,12,True,1,True,0.0
1508.1199,0.6635826,0.005213566118497766,1.8225988,1.4073471,12,True,1,True,0.0
820.47815,0.48199964,0.0052766587587571336,1.2961689,0.82025594,12,True,1,True,0.0
2240.508,0.19292699,0.0051859002643384515,2.9670668,2.17963,12,True,1,True,0.0
1733.2395,0.5258765,0.006621899123002376,2.3811722,1.7814419,12,True,1,True,0.0
1954.7721,0.11144403,0.0052766587587571336,2.7068706,2.438684,12,True,1,True,0.0
913.00146,0.44582906,0.0068244048471344946,1.427695,1.3122317,12,True,1,True,0.0
645.2658,0.55198115,0.006088022111272452,0.92156416,0.7416119,12,True,1,True,0.0
1334.3398,0.39510944,0.006820536961698961,1.456264,1.3054079,12,True,1,True,0.0
357.3396,0.98675257,0.0052766587587571336,3.2086818,0.5636701,12,True,1,True,0.0
402.49258,1.412349,0.007135332765622717,0.6146268,0.36084986,12,True,1,True,0.152327
444.05194,1.9519554,0.006907215588670112,0.6737773,0.41803512,12,True,1,True,0.152327
1004.9966,0.762157,0.0052766587587571336,1.9426007,1.0333141,12,True,1,True,0.0
782.10004,0.93994874,0.006632481239880239,0.93695235,0.72873086,12,True,1,True,0.0
422.52374,1.1370689,0.004010260606333282,2.00779,0.44535446,12,True,1,True,0.0
271.4959,0.4822048,0.0106217505948118,0.6108685,0.20893393,12,True,1,True,0.152327
657.8856,0.87866455,0.0052766587587571336,1.5991851,0.67071426,12,True,1,True,0.0
1062.7279,0.9441842,0.0045031926948704195,2.050805,0.9523711,12,True,1,True,0.0
1384.6025,0.23665057,0.0048762838666069515,1.7575444,1.5927052,12,True,1,True,0.0
301.43335,1.9388158,0.007457661164779927,0.5345605,0.28009146,12,True,1,True,0.476307
602.4789,0.7545688,0.005583277844063797,1.4281851,0.8227263,12,True,1,True,0.0
353.80692,2.61469,0.0072627622610368,1.0823717,0.3303633,12,True,1,True,0.0
795.15594,0.5376037,0.0063804774014332545,1.2623675,1.1199313,12,True,1,True,0.0
1032.2278,0.4836237,0.0052766587587571336,2.4873013,0.9415933,12,True,1,True,0.0
357.948,0.99730575,0.004693588396168762,0.86647207,0.3882749,12,True,1,True,0.0
1468.8834,0.29013795,0.006281367947989993,1.8593518,1.62516,12,True,1,True,0.0
1041.5662,0.7487301,0.0052766587587571336,2.8974326,1.0157136,12,True,1,True,0.0
308.83414,1.1683828,0.0,1.8353423,0.4690832,12,True,1,True,0.0
471.39294,1.4832045,0.007320678011210879,1.1494491,0.5672242,12,True,1,True,0.0
348.40616,1.1724578,0.007079183322539705,0.9810032,0.5305834,12,True,1,True,0.0
710.0172,0.35834175,0.006412080962996446,2.5433984,2.1331522,12,True,1,True,0.0
968.6752,0.39058277,0.004793529422964727,1.2338936,0.8645295,-12,True,1,True,0.0
1018.31165,0.37418303,0.0052766587587571336,1.3699054,0.97951305,12,True,1,True,0.0
538.2994,0.7104704,0.005862433621822018,1.4152,0.8301083,12,True,1,True,0.0
1587.056,0.4109079,0.0052766587587571336,3.7225432,1.8888195,-12,True,1,True,0.0
462.4332,1.3811822,0.00705279690877328,1.0731579,0.55258083,12,True,1,True,0.0
808.96533,0.59257245,0.006705976095369305,1.0731579,0.92894536,12,True,1,True,0.0
668.6135,0.98841584,0.006727798920123729,0.84470934,0.5609695,12,True,1,True,0.0
738.10626,0.53585356,0.0043898901965378,1.5608664,0.75375426,12,True,1,True,0.0
551.07965,1.236589,0.0052766587587571336,1.2301822,0.5366523,12,True,1,True,0.0
1022.4874,0.7053813,0.006314371094053763,1.3222529,1.0487868,12,True,1,True,0.0
1349.8091,0.19583528,0.006256228265225881,1.6989679,1.3204417,12,True,1,True,0.0
404.1436,0.9078277,0.0066222884905555715,0.8602758,0.6262932,12,True,1,True,0.0
1505.4349,0.4352832,0.0045137411588175936,2.2715502,1.6405236,12,True,1,True,0.0
885.1661,0.90346897,0.0062452894901853994,1.0939102,0.79485077,12,True,1,True,0.0
865.0008,0.6055502,0.006561423233989035,1.0900992,0.9339653,12,True,1,True,0.0
1898.1678,0.73575824,0.006914578346683272,2.568706,1.5640949,12,True,1,True,0.0
581.5623,0.5682674,0.005185957820285329,0.82538354,0.75424504,12,True,1,True,0.0
1489.5597,0.42530027,0.0052766587587571336,2.2811973,1.6126584,-12,True,1,True,0.0
1041.8806,0.3450681,0.006352992077948847,1.7788752,1.5599922,12,True,1,True,0.0
528.45734,1.381635,0.006588658833856935,0.8463405,0.5193362,12,True,1,True,0.0
1161.0884,0.4707736,0.0052766587587571336,1.6949289,1.0994755,12,True,1,True,0.0
765.7847,0.67815274,0.0062141205861008155,1.5670395,1.0379899,12,True,1,True,0.0
399.70868,1.1791759,0.007021784003320671,0.5569422,0.34091786,12,True,1,True,0.476307
918.13385,0.61518896,0.006362752056875133,1.3147417,1.0694659,12,True,1,True,0.0
579.98376,0.63598895,0.00965088115720935,0.6918134,0.6020301,12,True,1,True,0.152327
163.02136,0.68119836,0.0063177414193365065,0.9475813,0.73449683,12,True,1,True,0.0
525.65955,0.7458529,0.0065726494742505345,0.8149934,0.54654,12,True,1,True,0.0
1138.6274,0.60433245,0.007059548881820119,2.0219471,1.3724955,12,True,1,True,0.0
569.2874,0.53174907,0.005980032058287987,0.7053151,0.5126977,12,True,1,True,0.152327
1103.8964,0.7028054,0.0068997993633838975,2.0462031,1.2973112,12,True,1,True,0.0
378.22067,0.7647973,0.006371925153851289,0.89448553,0.57967365,12,True,1,True,0.0
594.5523,0.43134463,0.0051859002643384515,1.3858161,0.63119173,12,True,1,True,0.0
265.45203,0.9939896,0.00822979526454081,0.47538677,0.39414653,12,True,1,True,0.754093
1079.1115,0.12402102,0.0052766587587571336,2.1970437,1.4716622,12,True,1,True,0.0
1696.62,0.26228046,0.0052766587587571336,2.446866,1.9380859,12,True,1,True,0.0
362.7666,1.1205785,0.0052766587587571336,1.7260284,0.38235682,12,True,1,True,0.0
1447.3253,0.5472677,0.00619797913087863,1.7260284,1.4280975,12,True,1,True,0.0
279.7841,0.5184504,0.0058836267908078665,0.7690166,0.6529466,12,True,1,True,0.152327
791.65735,0.63794166,0.004355514828636721,1.5640388,0.77075773,12,True,1,True,0.0
551.94775,0.58465004,0.006144328811040922,0.8201699,0.696853,12,True,1,True,0.0
3580.0063,0.22387119,0.006569523840370365,3.8407493,3.3477833,12,True,1,True,0.0
528.34503,0.85842586,0.0052766587587571336,1.375842,0.6268586,12,True,1,True,0.0
659.9611,0.2909616,0.0052766587587571336,1.6390585,1.0351022,12,True,1,True,0.0
560.8483,0.4786554,0.006909373150394601,1.2296788,1.0943009,12,True,1,True,0.0
383.60724,0.600638,0.006282726016725611,1.3981962,1.1229613,12,True,1,True,0.0
761.9452,0.69525605,0.006144545196240113,1.1817596,0.80610615,12,True,1,True,0.0
598.7249,0.93921494,0.006623644043184222,0.82509804,0.51741767,12,True,1,True,0.0
867.02765,0.60758597,0.0064142422988813855,1.0608339,0.83939177,12,True,1,True,0.0
591.1151,0.38183138,0.00778451289523766,0.7791262,0.6814032,12,True,1,True,0.152327
334.11157,0.81083065,0.005188574886044727,0.7138571,0.5738154,12,True,1,True,0.152327
1122.1212,0.29556397,0.008823554993066526,1.3174609,0.97609913,12,True,1,True,0.0
978.05774,0.9136545,0.006039305248170943,1.7645643,0.8565916,12,True,1,True,0.0
876.5975,0.7065372,0.006971834247805168,1.7645643,1.1663486,12,True,1,True,0.0
1312.4214,0.2586919,0.006337691002453751,2.321495,1.9966284,12,True,1,True,0.0
1160.4985,0.39256337,0.004766899575849213,1.740531,1.1830662,12,True,1,True,0.0
516.6564,0.36704737,0.005993761195955242,1.259281,0.99594086,12,True,1,True,0.0
578.2154,0.7716313,0.006560655192337257,1.0895973,0.8827549,12,True,1,True,0.0
1051.796,0.5842235,0.0052766587587571336,1.7303857,1.0800526,12,True,1,True,0.0
428.3076,0.8756728,0.004293120722574159,1.1125094,0.41762134,12,True,1,True,0.0
1137.9121,0.38478842,0.0052766587587571336,1.9211909,1.1998785,12,True,1,True,0.0
1410.196,0.15467134,0.010400804322716097,1.7099248,1.6242968,12,True,1,True,0.0
500.6579,0.8072484,0.0052766587587571336,1.071034,0.61577433,12,True,1,True,0.0
734.447,0.48307872,0.0052766587587571336,1.4029752,0.6788206,12,True,1,True,0.0
1654.3536,0.28035748,0.00519783982092519,2.2699196,2.0548356,12,True,1,True,0.0
1375.5306,0.40893304,0.0052766587587571336,2.753099,1.4760088,12,True,1,True,0.0
131.28796,1.7508011,0.007202426015960145,0.55952895,0.23036194,12,True,1,True,0.476307
1064.4945,0.7024911,0.006332833028926572,1.6954451,1.1507686,12,True,1,True,0.0
1638.2446,0.44583747,0.0068373948783800945,2.3573897,1.7447046,12,True,1,True,0.0
444.06372,0.97745806,0.006515121204549424,0.9002937,0.6579461,12,True,1,True,0.0
383.4702,0.4958025,0.0052766587587571336,1.0677038,0.5839517,-12,True,1,True,0.0
